;time;grid;healthy;dead;infected;berries
28;7;00;31.815420560747665;0.0;0.004672897196261682;2.5163551401869158
29;7;01;32.052763819095475;0.0;0.005025125628140704;2.562814070351759
30;7;10;32.36730769230769;0.0;0.0;2.5596153846153844
31;7;11;32.63820224719101;0.0;0.0044943820224719105;2.5797752808988763
32;8;00;32.14485981308411;0.0;0.004672897196261682;2.925233644859813
33;8;01;32.414572864321606;0.0;0.005025125628140704;2.959798994974874
34;8;10;32.68076923076923;0.0;0.0;2.95
35;8;11;32.975280898876406;0.0;0.0044943820224719105;2.9820224719101125
36;9;00;32.52336448598131;0.0;0.004672897196261682;3.2570093457943927
37;9;01;32.766331658291456;0.0;0.005025125628140704;3.301507537688442
38;9;10;33.042307692307695;0.0;0.0;3.326923076923077
39;9;11;33.359550561797754;0.0;0.0044943820224719105;3.359550561797753
40;10;00;32.799065420560744;0.0;0.007009345794392523;3.675233644859813
41;10;01;33.040201005025125;0.0;0.005025125628140704;3.751256281407035
42;10;10;33.36923076923077;0.0;0.0;3.7596153846153846
43;10;11;33.66966292134831;0.0;0.0044943820224719105;3.7662921348314606
44;11;00;33.154205607476634;0.0;0.011682242990654205;4.088785046728972
45;11;01;33.42964824120603;0.0;0.005025125628140704;4.133165829145729
46;11;10;33.74038461538461;0.0;0.0;4.1461538461538465
47;11;11;34.01573033707865;0.0;0.006741573033707865;4.197752808988764
48;12;00;33.49065420560748;0.0;0.011682242990654205;4.4672897196261685
49;12;01;33.801507537688444;0.0;0.005025125628140704;4.527638190954774
50;12;10;34.08653846153846;0.0;0.0;4.555769230769231
51;12;11;34.37752808988764;0.0;0.006741573033707865;4.591011235955056
52;13;00;33.876168224299064;0.0;0.011682242990654205;4.873831775700935
53;13;01;34.13819095477387;0.0;0.007537688442211055;4.939698492462312
54;13;10;34.43076923076923;0.0;0.0;4.990384615384615
55;13;11;34.757303370786516;0.0;0.006741573033707865;5.01123595505618
56;14;00;34.19392523364486;0.0;0.011682242990654205;5.261682242990654
57;14;01;34.47487437185929;0.0;0.010050251256281407;5.3793969849246235
58;14;10;34.775;0.0;0.0;5.3865384615384615
59;14;11;35.092134831460676;0.0;0.008988764044943821;5.413483146067415
60;15;00;34.55140186915888;0.0;0.011682242990654205;5.696261682242991
61;15;01;34.834170854271356;0.0;0.010050251256281407;5.7462311557788945
62;15;10;35.15576923076923;0.0;0.0;5.8076923076923075
63;15;11;35.449438202247194;0.0;0.011235955056179775;5.871910112359551
64;16;00;34.9088785046729;0.0;0.011682242990654205;6.109813084112149
65;16;01;35.21356783919598;0.0;0.010050251256281407;6.175879396984925
66;16;10;35.50192307692308;0.0;0.0;6.203846153846154
67;16;11;35.78876404494382;0.0;0.011235955056179775;6.258426966292135
68;17;00;35.27336448598131;0.0;0.011682242990654205;6.518691588785047
69;17;01;35.54773869346734;0.0;0.010050251256281407;6.5954773869346734
70;17;10;35.878846153846155;0.0;0.0;6.642307692307693
71;17;11;36.2;0.0;0.011235955056179775;6.653932584269663
72;18;00;35.62149532710281;0.0;0.014018691588785047;6.91588785046729
73;18;01;35.9070351758794;0.0;0.010050251256281407;7.0
74;18;10;36.25769230769231;0.0;0.0;7.048076923076923
75;18;11;36.58426966292135;0.0;0.011235955056179775;7.1370786516853935
76;19;00;36.00233644859813;0.0;0.016355140186915886;7.364485981308412
77;19;01;36.30402010050251;0.0;0.010050251256281407;7.434673366834171
78;19;10;36.598076923076924;0.0;0.0;7.494230769230769
79;19;11;36.92134831460674;0.0;0.011235955056179775;7.557303370786517
80;20;00;36.33177570093458;0.0;0.018691588785046728;7.740654205607477
81;20;01;36.65577889447236;0.0;0.010050251256281407;7.846733668341709
82;20;10;37.01346153846154;0.0;0.0;7.923076923076923
83;20;11;37.30337078651685;0.0;0.011235955056179775;7.98876404494382
84;21;00;36.742990654205606;0.0;0.018691588785046728;8.203271028037383
85;21;01;37.02010050251256;0.0;0.010050251256281407;8.28643216080402
86;21;10;37.332692307692305;0.0;0.0;8.35576923076923
87;21;11;37.678651685393255;0.0;0.01348314606741573;8.41123595505618
88;22;00;37.123831775700936;0.0;0.018691588785046728;8.60981308411215
89;22;01;37.39447236180904;0.0;0.01256281407035176;8.72361809045226
90;22;10;37.746153846153845;0.0;0.0;8.78076923076923
91;22;11;38.076404494382025;0.0;0.01348314606741573;8.84943820224719
92;23;00;37.44859813084112;0.0;0.018691588785046728;9.077102803738319
93;23;01;37.756281407035175;0.0;0.01507537688442211;9.180904522613066
94;23;10;38.11730769230769;0.0;0.0;9.25576923076923
95;23;11;38.45168539325843;0.0;0.01348314606741573;9.307865168539326
96;24;00;37.83878504672897;0.0;0.018691588785046728;9.483644859813085
97;24;01;38.14321608040201;0.0;0.01507537688442211;9.592964824120603
98;24;10;38.49230769230769;0.0;0.0;9.640384615384615
99;24;11;38.83370786516854;0.0;0.01348314606741573;9.714606741573034
100;25;00;38.2196261682243;0.0;0.018691588785046728;9.91822429906542
101;25;01;38.515075376884425;0.0;0.020100502512562814;10.025125628140703
102;25;10;38.871153846153845;0.0;0.0;10.113461538461538
103;25;11;39.2247191011236;0.0;0.015730337078651686;10.18876404494382
104;26;00;38.595794392523366;0.0;0.02336448598130841;10.369158878504672
105;26;01;38.91959798994975;0.0;0.022613065326633167;10.487437185929648
106;26;10;39.26346153846154;0.0;0.0;10.553846153846154
107;26;11;39.60224719101124;0.0;0.015730337078651686;10.647191011235956
108;27;00;39.004672897196265;0.0;0.02336448598130841;10.827102803738319
109;27;01;39.311557788944725;0.0;0.022613065326633167;10.92964824120603
110;27;10;39.65384615384615;0.0;0.0;10.988461538461538
111;27;11;40.01123595505618;0.0;0.020224719101123594;11.07191011235955
112;28;00;39.34345794392523;0.0;0.02336448598130841;11.233644859813085
113;28;01;39.68090452261306;0.0;0.02512562814070352;11.394472361809045
114;28;10;40.04423076923077;0.0;0.0;11.455769230769231
115;28;11;40.375280898876404;0.0;0.02247191011235955;11.559550561797753
116;29;00;39.76401869158879;0.0;0.02570093457943925;11.710280373831775
117;29;01;40.07537688442211;0.0;0.02512562814070352;11.809045226130653
118;29;10;40.46153846153846;0.0;0.0;11.888461538461538
119;29;11;40.8;0.0;0.024719101123595506;12.006741573033707
120;30;00;40.16121495327103;0.0;0.02570093457943925;12.16822429906542
121;30;01;40.484924623115575;0.0;0.02512562814070352;12.291457286432161
122;30;10;40.85576923076923;0.0;0.0;12.384615384615385
123;30;11;41.18202247191011;0.0;0.024719101123595506;12.49438202247191
124;31;00;40.544392523364486;0.0;0.028037383177570093;12.60981308411215
125;31;01;40.87688442211055;0.0;0.02512562814070352;12.753768844221106
126;31;10;41.24038461538461;0.0;0.0;12.826923076923077
127;31;11;41.57303370786517;0.0;0.024719101123595506;12.932584269662922
128;32;00;40.90654205607477;0.0;0.028037383177570093;13.072429906542055
129;32;01;41.28643216080402;0.0;0.02512562814070352;13.190954773869347
130;32;10;41.64230769230769;0.0;0.0;13.290384615384616
131;32;11;41.99550561797753;0.0;0.02696629213483146;13.429213483146068
132;33;00;41.350467289719624;0.0;0.028037383177570093;13.530373831775702
133;33;01;41.65577889447236;0.0;0.03015075376884422;13.695979899497488
134;33;10;42.03846153846154;0.0;0.0;13.76923076923077
135;33;11;42.41348314606741;0.0;0.02696629213483146;13.892134831460675
136;34;00;41.72429906542056;0.0;0.03271028037383177;13.978971962616823
137;34;01;42.07286432160804;0.0;0.03015075376884422;14.140703517587939
138;34;10;42.47115384615385;0.0;0.0;14.246153846153845
139;34;11;42.82247191011236;0.0;0.02696629213483146;14.357303370786516
140;35;00;42.126168224299064;0.0;0.035046728971962614;14.462616822429906
141;35;01;42.50251256281407;0.0;0.03015075376884422;14.600502512562814
142;35;10;42.87692307692308;0.0;0.0;14.713461538461539
143;35;11;43.2247191011236;0.0;0.03146067415730337;14.835955056179776
144;36;00;42.54205607476636;0.0;0.035046728971962614;14.950934579439252
145;36;01;42.87185929648241;0.0;0.03015075376884422;15.090452261306533
146;36;10;43.276923076923076;0.0;0.0;15.213461538461539
147;36;11;43.63820224719101;0.0;0.035955056179775284;15.348314606741573
148;37;00;42.97429906542056;0.0;0.0397196261682243;15.422897196261681
149;37;01;43.2964824120603;0.0;0.03015075376884422;15.575376884422111
150;37;10;43.70192307692308;0.0;0.0;15.676923076923076
151;37;11;44.07415730337079;0.0;0.035955056179775284;15.808988764044944
152;38;00;43.37149532710281;0.0;0.04205607476635514;15.857476635514018
153;38;01;43.746231155778894;0.0;0.03015075376884422;16.047738693467338
154;38;10;44.14807692307692;0.0;0.0;16.159615384615385
155;38;11;44.48314606741573;0.0;0.04719101123595506;16.319101123595505
156;39;00;43.77570093457944;0.0;0.04906542056074766;16.4088785046729
157;39;01;44.14572864321608;0.0;0.03015075376884422;16.545226130653266
158;39;10;44.54423076923077;0.0;0.0;16.657692307692308
159;39;11;44.912359550561796;0.0;0.04719101123595506;16.81123595505618
160;40;00;44.203271028037385;0.0;0.0514018691588785;16.824766355140188
161;40;01;44.552763819095475;0.0;0.03015075376884422;17.032663316582916
162;40;10;44.96346153846154;0.0;0.0;17.128846153846155
163;40;11;45.325842696629216;0.0;0.04943820224719101;17.278651685393257
164;41;00;44.62850467289719;0.0;0.053738317757009345;17.350467289719628
165;41;01;44.99246231155779;0.0;0.032663316582914576;17.497487437185928
166;41;10;45.42884615384615;0.0;0.0;17.630769230769232
167;41;11;45.7752808988764;0.0;0.05393258426966292;17.817977528089887
168;42;00;45.05607476635514;0.0;0.056074766355140186;17.8411214953271
169;42;01;45.41708542713568;0.0;0.035175879396984924;17.979899497487438
170;42;10;45.82884615384615;0.0;0.0;18.15
171;42;11;46.188764044943824;0.0;0.06292134831460675;18.303370786516854
172;43;00;45.43691588785047;0.0;0.06542056074766354;18.310747663551403
173;43;01;45.84170854271357;0.0;0.03768844221105527;18.527638190954775
174;43;10;46.27307692307692;0.0;0.0;18.626923076923077
175;43;11;46.635955056179775;0.0;0.07415730337078652;18.791011235955057
176;44;00;45.901869158878505;0.0;0.06775700934579439;18.843457943925234
177;44;01;46.278894472361806;0.0;0.04271356783919598;19.015075376884422
178;44;10;46.72692307692308;0.0;0.0;19.16346153846154
179;44;11;47.05393258426966;0.0;0.08314606741573034;19.339325842696628
180;45;00;46.320093457943926;0.0;0.07242990654205607;19.317757009345794
181;45;01;46.7286432160804;0.0;0.04773869346733668;19.507537688442213
182;45;10;47.14423076923077;0.0;0.0;19.625
183;45;11;47.496629213483146;0.0;0.09887640449438202;19.82696629213483
184;46;00;46.72663551401869;0.0;0.0794392523364486;19.822429906542055
185;46;01;47.13819095477387;0.0;0.052763819095477386;20.030150753768844
186;46;10;47.61538461538461;0.0;0.0;20.171153846153846
187;46;11;47.91460674157303;0.0;0.10112359550561797;20.359550561797754
188;47;00;47.18691588785047;0.0;0.08411214953271028;20.352803738317757
189;47;01;47.5929648241206;0.0;0.05778894472361809;20.520100502512562
190;47;10;48.025;0.0;0.0;20.68076923076923
191;47;11;48.41123595505618;0.0;0.1101123595505618;20.880898876404494
192;48;00;47.63551401869159;0.0;0.09579439252336448;20.85981308411215
193;48;01;48.04522613065327;0.0;0.05778894472361809;21.042713567839197
194;48;10;48.511538461538464;0.0;0.0;21.201923076923077
195;48;11;48.82022471910113;0.0;0.12359550561797752;21.391011235955055
196;49;00;47.93457943925234;0.10046728971962617;0.10747663551401869;21.350467289719628
197;49;01;48.39698492462311;0.08542713567839195;0.06532663316582915;21.587939698492463
198;49;10;48.85192307692308;0.07115384615384615;0.0;21.740384615384617
199;49;11;49.14831460674157;0.10561797752808989;0.1393258426966292;21.914606741573035
200;50;00;48.28738317757009;0.20794392523364486;0.11214953271028037;21.904205607476637
201;50;01;48.746231155778894;0.18090452261306533;0.07035175879396985;22.087939698492463
202;50;10;49.24038461538461;0.17307692307692307;0.0;22.244230769230768
203;50;11;49.503370786516854;0.2157303370786517;0.14831460674157304;22.480898876404495
204;51;00;48.623831775700936;0.3060747663551402;0.11682242990654206;22.399532710280372
205;51;01;49.108040201005025;0.2638190954773869;0.0728643216080402;22.618090452261306
206;51;10;49.56153846153846;0.2653846153846154;0.0;22.790384615384614
207;51;11;49.831460674157306;0.3235955056179775;0.16179775280898875;22.979775280898878
208;52;00;48.98831775700935;0.3878504672897196;0.13317757009345793;22.932242990654206
209;52;01;49.50753768844221;0.3316582914572864;0.07788944723618091;23.14824120603015
210;52;10;49.92115384615385;0.38653846153846155;0.0;23.307692307692307
211;52;11;50.21797752808989;0.4067415730337079;0.17303370786516853;23.507865168539325
212;53;00;49.345794392523366;0.4719626168224299;0.1425233644859813;23.462616822429908
213;53;01;49.869346733668344;0.41959798994974873;0.0829145728643216;23.690954773869347
214;53;10;50.275;0.4980769230769231;0.0;23.825
215;53;11;50.57528089887641;0.4898876404494382;0.1842696629213483;24.094382022471912
216;54;00;49.70794392523364;0.5490654205607477;0.1588785046728972;23.976635514018692
217;54;01;50.268844221105525;0.4824120603015075;0.08542713567839195;24.21105527638191
218;54;10;50.625;0.6173076923076923;0.0;24.375
219;54;11;50.93707865168539;0.5797752808988764;0.2;24.6
220;55;00;50.044392523364486;0.6728971962616822;0.1658878504672897;24.511682242990656
221;55;01;50.60050251256281;0.5904522613065326;0.08793969849246232;24.781407035175878
222;55;10;50.98653846153846;0.7307692307692307;0.0;24.94423076923077
223;55;11;51.31011235955056;0.6853932584269663;0.2157303370786517;25.13932584269663
224;56;00;50.41822429906542;0.764018691588785;0.17990654205607476;25.05140186915888
225;56;01;50.95477386934673;0.7135678391959799;0.09547738693467336;25.27386934673367
226;56;10;51.34230769230769;0.8384615384615385;0.0;25.448076923076922
227;56;11;51.61123595505618;0.8134831460674158;0.2449438202247191;25.712359550561796
228;57;00;50.782710280373834;0.8411214953271028;0.18691588785046728;25.602803738317757
229;57;01;51.321608040201006;0.8165829145728644;0.10552763819095477;25.84170854271357
230;57;10;51.71730769230769;0.9538461538461539;0.0;26.032692307692308
231;57;11;51.95730337078652;0.9168539325842696;0.2606741573033708;26.258426966292134
232;58;00;51.11915887850467;0.955607476635514;0.205607476635514;26.14485981308411
233;58;01;51.70854271356784;0.8919597989949749;0.11557788944723618;26.396984924623116
234;58;10;52.07884615384615;1.0557692307692308;0.0;26.56153846153846
235;58;11;52.37752808988764;1.0;0.2786516853932584;26.804494382022472
236;59;00;51.49065420560748;1.0397196261682242;0.22897196261682243;26.69158878504673
237;59;01;52.08793969849246;0.9849246231155779;0.12311557788944724;26.939698492462313
238;59;10;52.48653846153846;1.15;0.0;27.125
239;59;11;52.73033707865169;1.0808988764044944;0.31235955056179776;27.4
240;60;00;51.88551401869159;1.1214953271028036;0.24766355140186916;27.247663551401867
241;60;01;52.484924623115575;1.0678391959798994;0.12814070351758794;27.51005025125628
242;60;10;52.832692307692305;1.2826923076923078;0.0;27.709615384615386
243;60;11;53.12134831460674;1.1752808988764045;0.33707865168539325;27.97303370786517
244;61;00;52.257009345794394;1.1985981308411215;0.2733644859813084;27.838785046728972
245;61;01;52.84924623115578;1.193467336683417;0.13316582914572864;28.09045226130653
246;61;10;53.23076923076923;1.376923076923077;0.0;28.25769230769231
247;61;11;53.496629213483146;1.2674157303370785;0.3595505617977528;28.50561797752809
248;62;00;52.6588785046729;1.2850467289719627;0.3014018691588785;28.343457943925234
249;62;01;53.25879396984924;1.2939698492462313;0.1407035175879397;28.605527638190956
250;62;10;53.64230769230769;1.4692307692307693;0.0;28.848076923076924
251;62;11;53.826966292134834;1.3573033707865167;0.4134831460674157;29.152808988764043
252;63;00;53.00934579439252;1.3785046728971964;0.338785046728972;28.94626168224299
253;63;01;53.618090452261306;1.3819095477386936;0.1457286432160804;29.233668341708544
254;63;10;54.025;1.5653846153846154;0.0;29.4
255;63;11;54.26067415730337;1.4539325842696629;0.44269662921348313;29.680898876404495
256;64;00;53.39018691588785;1.4672897196261683;0.36682242990654207;29.52570093457944
257;64;01;54.10050251256281;1.449748743718593;0.14824120603015076;29.79396984924623
258;64;10;54.426923076923075;1.6903846153846154;0.0;30.009615384615383
259;64;11;54.60224719101124;1.5415730337078652;0.4898876404494382;30.30561797752809
260;65;00;53.742990654205606;1.5817757009345794;0.40420560747663553;30.102803738317757
261;65;01;54.46733668341709;1.5452261306532664;0.16834170854271358;30.376884422110553
262;65;10;54.832692307692305;1.7807692307692307;0.0;30.58269230769231
263;65;11;54.959550561797755;1.6471910112359551;0.5325842696629214;30.876404494382022
264;66;00;54.09345794392523;1.6939252336448598;0.4392523364485981;30.686915887850468
265;66;01;54.88944723618091;1.6180904522613064;0.17839195979899497;30.987437185929647
266;66;10;55.25961538461539;1.8807692307692307;0.0;31.159615384615385
267;66;11;55.32808988764045;1.743820224719101;0.6;31.48314606741573
268;67;00;54.4696261682243;1.8037383177570094;0.4719626168224299;31.266355140186917
269;67;01;55.28894472361809;1.7236180904522613;0.1884422110552764;31.55778894472362
270;67;10;55.659615384615385;1.9846153846153847;0.0;31.771153846153847
271;67;11;55.687640449438206;1.849438202247191;0.6629213483146067;32.08988764044944
272;68;00;54.86915887850467;1.894859813084112;0.4883177570093458;31.85981308411215
273;68;01;55.70603015075377;1.8115577889447236;0.1984924623115578;32.14572864321608
274;68;10;56.075;2.0942307692307693;0.0;32.36923076923077
275;68;11;56.04494382022472;1.939325842696629;0.7325842696629213;32.651685393258425
276;69;00;55.21495327102804;2.0233644859813085;0.5233644859813084;32.44392523364486
277;69;01;56.08793969849246;1.9447236180904524;0.21105527638190955;32.76130653266332
278;69;10;56.48653846153846;2.1942307692307694;0.0;32.96730769230769
279;69;11;56.4;2.051685393258427;0.8067415730337079;33.30561797752809
280;70;00;55.5911214953271;2.1401869158878504;0.5794392523364486;33.074766355140184
281;70;01;56.48743718592965;2.050251256281407;0.228643216080402;33.37688442211055
282;70;10;56.93846153846154;2.296153846153846;0.0;33.59423076923077
283;70;11;56.73033707865169;2.1595505617977526;0.8966292134831461;33.92134831460674
284;71;00;55.96261682242991;2.2149532710280373;0.633177570093458;33.67289719626168
285;71;01;56.88944723618091;2.14070351758794;0.24623115577889448;33.969849246231156
286;71;10;57.39230769230769;2.378846153846154;0.0;34.21153846153846
287;71;11;57.056179775280896;2.253932584269663;1.0134831460674156;34.523595505617976
288;72;00;56.35280373831776;2.3014018691588785;0.6915887850467289;34.29205607476636
289;72;01;57.334170854271356;2.228643216080402;0.2613065326633166;34.608040201005025
290;72;10;57.81923076923077;2.476923076923077;0.0;34.80384615384615
291;72;11;57.42696629213483;2.348314606741573;1.0921348314606742;35.173033707865166
292;73;00;56.717289719626166;2.411214953271028;0.7523364485981309;34.91355140186916
293;73;01;57.766331658291456;2.341708542713568;0.27889447236180903;35.21859296482412
294;73;10;58.25;2.5846153846153848;0.0;35.46730769230769
295;73;11;57.7438202247191;2.440449438202247;1.2314606741573033;35.77078651685393
296;74;00;57.08411214953271;2.5070093457943927;0.8294392523364486;35.52803738317757
297;74;01;58.17085427135678;2.419597989949749;0.31155778894472363;35.85929648241206
298;74;10;58.676923076923075;2.6980769230769233;0.0;36.103846153846156
299;74;11;58.092134831460676;2.541573033707865;1.3348314606741574;36.45168539325843
300;75;00;57.47663551401869;2.5841121495327104;0.9205607476635514;36.14719626168224
301;75;01;58.57537688442211;2.5326633165829144;0.35175879396984927;36.484924623115575
302;75;10;59.13846153846154;2.8076923076923075;0.0;36.7
303;75;11;58.42022471910112;2.640449438202247;1.4808988764044944;37.065168539325846
304;76;00;57.81308411214953;2.677570093457944;1.0070093457943925;36.77803738317757
305;76;01;58.98994974874372;2.6608040201005023;0.36683417085427134;37.12814070351759
306;76;10;59.613461538461536;2.9096153846153845;0.0;37.378846153846155
307;76;11;58.667415730337076;2.7685393258426965;1.6269662921348316;37.72808988764045
308;77;00;58.1892523364486;2.77803738317757;1.1074766355140186;37.425233644859816
309;77;01;59.41959798994975;2.751256281407035;0.40954773869346733;37.7713567839196
310;77;10;60.04038461538462;3.003846153846154;0.0;38.01923076923077
311;77;11;59.01573033707865;2.8606741573033707;1.8022471910112359;38.37752808988764
312;78;00;58.518691588785046;2.880841121495327;1.2242990654205608;38.05373831775701
313;78;01;59.82914572864322;2.85678391959799;0.44974874371859297;38.41708542713568
314;78;10;60.55769230769231;3.0961538461538463;0.0;38.659615384615385
315;78;11;59.28314606741573;2.966292134831461;1.9730337078651685;39.03595505617977
316;79;00;58.848130841121495;2.9929906542056073;1.3341121495327102;38.70794392523364
317;79;01;60.233668341708544;2.9648241206030153;0.4849246231155779;39.06532663316583
318;79;10;60.97115384615385;3.207692307692308;0.0;39.32692307692308
319;79;11;59.55280898876404;3.060674157303371;2.195505617977528;39.71685393258427
320;80;00;59.191588785046726;3.0841121495327104;1.4649532710280373;39.36682242990654
321;80;01;60.70854271356784;3.0477386934673367;0.5226130653266332;39.71105527638191
322;80;10;61.49807692307692;3.292307692307692;0.0;40.00769230769231
323;80;11;59.82921348314607;3.143820224719101;2.3797752808988766;40.352808988764046
324;81;00;59.5;3.1869158878504673;1.644859813084112;40.004672897196265
325;81;01;61.10552763819096;3.1683417085427137;0.5728643216080402;40.38944723618091
326;81;10;61.94423076923077;3.4096153846153845;0.0;40.65384615384615
327;81;11;60.05842696629213;3.262921348314607;2.6449438202247193;41.051685393258424
328;82;00;59.799065420560744;3.2873831775700935;1.8060747663551402;40.705607476635514
329;82;01;61.55527638190955;3.2814070351758793;0.6130653266331658;41.09045226130653
330;82;10;62.4;3.5134615384615384;0.0;41.35192307692308
331;82;11;60.21348314606742;3.3887640449438203;2.957303370786517;41.69662921348315
332;83;00;60.095794392523366;3.385514018691589;1.9906542056074767;41.32710280373832
333;83;01;61.947236180904525;3.379396984924623;0.6608040201005025;41.76130653266332
334;83;10;62.93653846153846;3.601923076923077;0.0;42.011538461538464
335;83;11;60.36179775280899;3.4853932584269662;3.2808988764044944;42.39550561797753
336;84;00;60.39485981308411;3.4929906542056073;2.175233644859813;42.05140186915888
337;84;01;62.39447236180904;3.4849246231155777;0.7311557788944724;42.41959798994975
338;84;10;63.41346153846154;3.7153846153846155;0.0;42.71153846153846
339;84;11;60.46067415730337;3.5977528089887643;3.662921348314607;43.06741573033708
340;85;00;60.63084112149533;3.621495327102804;2.371495327102804;42.69626168224299
341;85;01;62.801507537688444;3.6055276381909547;0.7964824120603015;43.108040201005025
342;85;10;63.917307692307695;3.7865384615384614;0.0;43.38076923076923
343;85;11;60.60674157303371;3.710112359550562;4.0;43.764044943820224
344;86;00;60.91355140186916;3.703271028037383;2.6051401869158877;43.39252336448598
345;86;01;63.22361809045226;3.6959798994974875;0.8869346733668342;43.811557788944725
346;86;10;64.45769230769231;3.8846153846153846;0.0;44.121153846153845
347;86;11;60.69662921348315;3.8247191011235957;4.413483146067415;44.45168539325843
348;87;00;61.13084112149533;3.808411214953271;2.8878504672897196;44.07710280373832
349;87;01;63.67085427135678;3.7939698492462313;0.9522613065326633;44.494974874371856
350;87;10;64.99807692307692;3.9673076923076924;0.0;44.81923076923077
351;87;11;60.752808988764045;3.9348314606741575;4.840449438202247;45.13707865168539
352;88;00;61.30373831775701;3.9228971962616823;3.203271028037383;44.757009345794394
353;88;01;64.03768844221105;3.909547738693467;1.0402010050251256;45.20854271356784
354;88;10;65.47692307692307;4.05;0.0;45.54423076923077
355;88;11;60.811235955056176;4.020224719101123;5.325842696629214;45.86292134831461
356;89;00;61.48364485981308;4.018691588785047;3.5233644859813085;45.4696261682243
357;89;01;64.46733668341709;3.992462311557789;1.1658291457286432;45.89949748743719
358;89;10;65.99807692307692;4.1692307692307695;0.0;46.225
359;89;11;60.7123595505618;4.080898876404494;5.966292134831461;46.58651685393259
360;90;00;61.58644859813084;4.109813084112149;3.927570093457944;46.16588785046729
361;90;01;64.9070351758794;4.0879396984924625;1.2537688442211055;46.57286432160804
362;90;10;66.53076923076924;4.275;0.0;46.97115384615385
363;90;11;60.557303370786514;4.166292134831461;6.658426966292135;47.29438202247191
364;91;00;61.74766355140187;4.1985981308411215;4.313084112149533;46.876168224299064
365;91;01;65.35929648241206;4.148241206030151;1.3693467336683418;47.35175879396985
366;91;10;67.0673076923077;4.376923076923077;0.0;47.67884615384615
367;91;11;60.321348314606745;4.280898876404494;7.379775280898876;48.00449438202247
368;92;00;61.820093457943926;4.336448598130841;4.712616822429907;47.56308411214953
369;92;01;65.77638190954774;4.251256281407035;1.484924623115578;48.05778894472362
370;92;10;67.60576923076923;4.471153846153846;0.0;48.42884615384615
371;92;11;60.092134831460676;4.3752808988764045;8.182022471910113;48.725842696629215
372;93;00;61.9088785046729;4.420560747663552;5.175233644859813;48.30607476635514
373;93;01;66.15829145728644;4.3542713567839195;1.6281407035175879;48.79145728643216
374;93;10;68.11153846153846;4.582692307692308;0.0;49.16538461538462
375;93;11;59.741573033707866;4.467415730337079;9.040449438202247;49.4561797752809
376;94;00;61.84345794392523;4.542056074766355;5.719626168224299;49.0303738317757
377;94;01;66.52763819095478;4.452261306532663;1.763819095477387;49.52512562814071
378;94;10;68.725;4.667307692307692;0.0;49.90384615384615
379;94;11;59.27865168539326;4.5662921348314605;10.03820224719101;50.2
380;95;00;61.74766355140187;4.656542056074766;6.352803738317757;49.75233644859813
381;95;01;66.94974874371859;4.567839195979899;1.914572864321608;50.28391959798995
382;95;10;69.2826923076923;4.755769230769231;0.0;50.65384615384615
383;95;11;58.768539325842696;4.658426966292135;11.098876404494382;50.92134831460674
384;96;00;61.56308411214953;4.787383177570093;7.014018691588785;50.478971962616825
385;96;01;67.29145728643216;4.688442211055277;2.0728643216080402;51.027638190954775
386;96;10;69.80384615384615;4.867307692307692;0.0;51.41923076923077
387;96;11;58.08539325842697;4.764044943820225;12.30561797752809;51.6561797752809
388;97;00;61.41822429906542;4.878504672897196;7.7266355140186915;51.22429906542056
389;97;01;67.63316582914572;4.773869346733668;2.3266331658291457;51.778894472361806
390;97;10;70.36730769230769;4.963461538461538;0.0;52.190384615384616
